date	minute	lat	lon	depth	mag
16-Aug-1995	517	47.404	-70.397	6.8	0.9
17-Aug-1995	112	47.42	-70.404	12	2.3
18-Aug-1995	978	47.487	-70.406	4.8	1.6
22-Aug-1995	1076	47.331	-70.399	9.1	1.9
22-Aug-1995	447	47.478	-70.393	18	-0.1
27-Aug-1995	664	47.534	-70.13	20.8	0.8
27-Aug-1995	627	47.468	-70.033	8.3	-0.5
09-Sep-1995	261	47.48	-70.1	14.7	-0.4
11-Sep-1995	850	47.398	-70.481	10	1.7
12-Sep-1995	1345	47.313	-70.192	15.6	1.6
16-Sep-1995	627	47.331	-70.469	11.6	1
18-Sep-1995	969	47.668	-69.903	10.6	2.6
18-Sep-1995	802	47.447	-70.108	1.9	0.6
19-Sep-1995	103	47.585	-70.344	18	-1.3
20-Sep-1995	153	47.5	-70.401	5.1	2.1
22-Sep-1995	207	47.615	-69.856	17.3	-0.2
23-Sep-1995	1253	47.675	-70.153	10.1	1.6
23-Sep-1995	186	48.303	-71.489	18	2.7
05-Oct-1995	866	47.456	-70.057	17.9	-1
05-Oct-1995	758	46.969	-70.894	18	2.5
05-Oct-1995	21	47.472	-70.082	13.9	-0.7
08-Oct-1995	438	47.455	-70.056	18.1	-0.9
09-Oct-1995	7	47.944	-69.912	18	1.2
16-Oct-1995	44	47.581	-70.278	11	-0.2
18-Oct-1995	672	47.616	-69.928	11.6	-0.4
18-Oct-1995	195	47.685	-70.187	6.6	0.7
19-Oct-1995	494	47.484	-70.36	7.1	-1.3
22-Oct-1995	944	47.498	-70.395	18	0.1
23-Oct-1995	214	47.616	-70.192	16.9	0.6
23-Oct-1995	187	47.514	-70.29	14.3	-0.8
26-Oct-1995	1181	47.419	-70.42	5.3	1.1
26-Oct-1995	1171	47.419	-70.42	5.3	2
26-Oct-1995	430	47.754	-70.11	4.9	1.9
28-Oct-1995	1234	47.624	-70.125	12.2	-0.4
03-Nov-1995	950	47.525	-69.904	11.9	0.2
04-Nov-1995	857	47.616	-70.214	18	-1
05-Nov-1995	53	47.834	-70.015	21.3	1.9
08-Nov-1995	1006	47.605	-70.183	10.6	-0.4
09-Nov-1995	1254	47.823	-69.953	18.9	2.1
14-Nov-1995	814	47.648	-70.234	6.3	-0.5
14-Nov-1995	76	47.624	-70.13	8.3	-0.5
17-Nov-1995	715	47.322	-70.264	24.1	-0.2
17-Nov-1995	218	47.37	-70.333	13.6	1.6
18-Nov-1995	569	47.605	-70.319	18	0.4
19-Nov-1995	1303	47.696	-70.026	18.3	1.3
20-Nov-1995	1271	47.492	-70.402	5.4	1
26-Nov-1995	702	47.454	-70.309	7.3	0
02-Dec-1995	763	47.465	-70.456	6.6	-0.3
02-Dec-1995	381	47.504	-70.389	5	-1.2
03-Dec-1995	191	47.237	-70.437	18	0.5
04-Dec-1995	626	47.541	-70.366	5	-0.2
05-Dec-1995	1246	47.443	-70.267	9.2	-1.2
05-Dec-1995	466	47.515	-70.365	4.9	0.9
05-Dec-1995	156	47.641	-70.146	14.7	-0.2
06-Dec-1995	568	47.595	-70.243	10.8	-1
06-Dec-1995	89	47.546	-70.087	15	0.9
07-Dec-1995	59	47.679	-70.114	18	-1.4
14-Dec-1995	334	47.504	-70.416	8.5	-1.3
15-Dec-1995	980	47.517	-70.362	7.8	-1.3
17-Dec-1995	1100	47.44	-70.352	11.7	-1.3
17-Dec-1995	644	47.733	-70.182	7.8	0.8
17-Dec-1995	412	47.491	-70.16	17	-1.7
18-Dec-1995	930	47.423	-70.447	4.7	1.1
23-Dec-1995	985	47.628	-70.129	14	-0.4
23-Dec-1995	970	47.401	-70.392	7.3	-1.6
25-Dec-1995	539	47.463	-70.403	5.9	0.5
26-Dec-1995	1323	47.416	-70.413	6.8	0.9
26-Dec-1995	248	47.469	-70.37	21.6	1.2
26-Dec-1995	121	47.712	-69.817	11.1	1.2
27-Dec-1995	1184	47.593	-70.247	12.1	-1.1
31-Dec-1995	471	47.812	-70.02	8.9	1.4
02-Jan-1996	371	47.638	-70.204	11.6	0.8
04-Jan-1996	1229	47.455	-70.023	11.4	-0.2
04-Jan-1996	510	47.438	-70.028	11.4	-0.3
05-Jan-1996	280	47.602	-70.225	5.8	2
05-Jan-1996	265	47.6	-70.226	6.9	1.5
09-Jan-1996	1304	47.425	-70.029	10.8	1.4
11-Jan-1996	1198	47.453	-70.357	17.9	-0.3
12-Jan-1996	303	47.543	-70.184	8	1.1
13-Jan-1996	452	47.416	-70.441	4.8	1.9
13-Jan-1996	282	47.389	-70.251	13.7	-0.6
17-Jan-1996	1331	47.528	-70.183	13.4	-0.9
20-Jan-1996	1394	47.608	-69.966	6.6	-0.6
21-Jan-1996	1235	47.395	-70.399	12	-0.1
23-Jan-1996	1134	47.443	-70.429	4.4	1.2
24-Jan-1996	1040	47.856	-69.93	24.8	-1
25-Jan-1996	102	47.627	-70.187	16	1
27-Jan-1996	339	47.972	-69.796	8.5	-0.3
29-Jan-1996	1393	47.539	-70.307	8.3	-0.1
29-Jan-1996	365	47.431	-70.421	3.6	1.1
30-Jan-1996	1264	47.466	-70.125	13.5	-0.6
01-Feb-1996	332	47.56	-70.278	9.3	0
04-Feb-1996	820	47.408	-70.386	8.7	0.9
07-Feb-1996	1132	47.465	-70.219	17.7	-1.2
07-Feb-1996	346	47.76	-70.127	9.1	1.7
08-Feb-1996	635	47.236	-70.299	13.2	1.4
12-Feb-1996	1370	47.494	-70.032	15	-1.2
13-Feb-1996	1121	47.427	-70.394	15.9	-0.8
16-Feb-1996	1167	47.706	-70.004	12.7	0.3
16-Feb-1996	643	47.514	-70.044	13.7	-0.9
19-Feb-1996	884	47.61	-70.252	9.1	-1.1
19-Feb-1996	84	48.237	-69.404	18	1.3
26-Feb-1996	457	47.615	-70.213	11.2	-0.1
26-Feb-1996	121	47.699	-70.106	10.3	2.8
05-Mar-1996	1023	47.523	-70.54	10.2	-0.5
05-Mar-1996	769	47.558	-70.032	9.2	-0.6
05-Mar-1996	500	47.733	-69.834	9.8	-0.3
06-Mar-1996	1077	46.749	-71.369	18	2
07-Mar-1996	616	47.576	-70.38	21.7	-1.1
08-Mar-1996	880	47.27	-70.453	26.7	-0.6
11-Mar-1996	1097	47.451	-70.451	10	0
12-Mar-1996	647	47.546	-70.276	15.2	-0.4
14-Mar-1996	536	47.412	-70.276	15.8	-0.5
14-Mar-1996	165	47.472	-69.971	13.1	-0.3
22-Mar-1996	309	47.59	-70.327	1.5	1.1
28-Mar-1996	494	47.606	-70.01	10.4	0.9
29-Mar-1996	1193	47.478	-70.389	5.1	0
03-Apr-1996	274	47.617	-70.169	11.3	-0.5
03-Apr-1996	83	47.499	-70.395	5.3	1.4
06-Apr-1996	69	47.556	-70.239	3.3	-1.1
08-Apr-1996	1356	47.559	-70.215	12	-0.1
12-Apr-1996	605	47.666	-69.962	23	-1.3
13-Apr-1996	1353	47.534	-70.347	6.6	0.8
13-Apr-1996	177	47.475	-69.971	9.4	1
14-Apr-1996	1346	47.632	-70.233	4.9	1.3
14-Apr-1996	429	47.597	-70.193	1.1	1.3
16-Apr-1996	1061	47.473	-70.145	11.1	1.5
18-Apr-1996	174	47.675	-70.033	24.1	0.9
23-Apr-1996	583	47.384	-70.218	13.9	-0.7
25-Apr-1996	134	47.454	-70.385	9.4	0.9
27-Apr-1996	94	47.431	-70.344	12.7	1.2
29-Apr-1996	1352	47.449	-70.141	8.7	1.1
30-Apr-1996	770	47.62	-70.311	21.5	2.6
03-May-1996	656	47.318	-70.476	5.4	-0.6
05-May-1996	1226	47.623	-70.237	10.8	-0.2
05-May-1996	802	47.434	-70.44	14.4	2
05-May-1996	64	47.572	-70.327	9.5	-1.4
06-May-1996	955	47.546	-70.014	9.3	-0.7
06-May-1996	256	47.557	-70.448	11.8	1.1
07-May-1996	1339	47.468	-70.41	4.8	1.1
10-May-1996	781	47.532	-70.391	2.1	1.4
10-May-1996	318	47.641	-70.242	11.7	-1
10-May-1996	70	47.394	-70.259	11.3	-0.5
14-May-1996	38	47.537	-70.013	10.4	-0.7
17-May-1996	1346	47.619	-70.358	7.2	-0.4
18-May-1996	496	47.421	-70.314	9.8	0.7
18-May-1996	305	47.469	-70.389	5.8	1.2
19-May-1996	678	47.634	-70.294	18	-0.9
22-May-1996	625	47.508	-70.029	12.2	-0.6
26-May-1996	1001	47.562	-70.277	10.6	2
28-May-1996	62	47.517	-70.22	13.9	-0.9
28-May-1996	8	47.48	-70.344	4	-1
30-May-1996	1367	47.566	-70.316	18	-1.2
30-May-1996	516	47.463	-70.382	5.5	0.5
31-May-1996	813	47.429	-70.402	4.5	0.3
01-Jun-1996	121	47.384	-70.256	12.2	-0.1
03-Jun-1996	504	47.621	-69.981	11.8	-0.3
03-Jun-1996	372	47.435	-70.176	19.3	-1.6
04-Jun-1996	1166	47.431	-70.254	11.5	-0.5
07-Jun-1996	309	47.533	-70.162	18	-0.7
09-Jun-1996	1211	47.401	-70.379	5.8	1.4
10-Jun-1996	159	48.354	-70.558	18	1.8
12-Jun-1996	464	47.548	-69.977	8.8	-0.8
13-Jun-1996	716	47.514	-70.14	7	-0.9
18-Jun-1996	104	47.417	-70.436	4.6	0.8
19-Jun-1996	922	47.557	-70.196	21.8	1.5
20-Jun-1996	378	47.353	-70.611	10	-0.4
21-Jun-1996	109	47.462	-70.292	10.9	-0.7
22-Jun-1996	986	47.464	-70.126	13.3	-0.9
25-Jun-1996	66	47.467	-70.051	7.6	-0.6
27-Jun-1996	789	47.365	-70.354	17.3	1.5
27-Jun-1996	143	47.611	-70.138	8.9	-0.9
02-Jul-1996	1439	47.379	-70.14	13	1
02-Jul-1996	888	47.508	-70.037	12.8	-0.3
02-Jul-1996	288	47.397	-70.312	12.9	-0.8
02-Jul-1996	206	47.364	-70.353	17.4	-1
04-Jul-1996	747	47.62	-70.135	5.3	2
06-Jul-1996	707	47.425	-70.353	9.2	-0.6
07-Jul-1996	110	47.699	-70.046	12.9	-0.1
09-Jul-1996	68	47.676	-70.08	17.1	0.1
10-Jul-1996	871	47.547	-70.284	11.8	0.1
12-Jul-1996	176	47.503	-70.011	9.6	-1.2
13-Jul-1996	1266	47.489	-70.076	9.5	1.4
18-Jul-1996	467	47.504	-70.033	10.8	-0.9
20-Jul-1996	1009	47.383	-70.252	13.9	0.2
22-Jul-1996	1209	47.5	-70.029	12	1.1
23-Jul-1996	1325	47.62	-70.114	9.7	-0.8
24-Jul-1996	345	47.387	-70.457	10.6	-0.1
29-Jul-1996	529	47.651	-69.998	28.7	0.9
01-Aug-1996	299	47.387	-70.148	14.1	-1
02-Aug-1996	141	47.459	-70.386	11.9	-0.4
03-Aug-1996	1107	47.674	-70.143	9.8	1.9
03-Aug-1996	119	47.371	-70.134	13.2	0.9
04-Aug-1996	558	47.676	-70.146	9.4	0.9
04-Aug-1996	532	47.65	-70.23	16	-1.1
11-Aug-1996	464	47.542	-70.174	13.4	-1
13-Aug-1996	1357	47.547	-70.296	11.7	1.2
13-Aug-1996	602	47.462	-70.114	9.9	1.1
20-Aug-1996	238	47.654	-70.362	6.4	-1.9
22-Aug-1996	329	47.544	-70.678	13.2	-0.9
25-Aug-1996	360	47.475	-70.414	7.9	-0.6
29-Aug-1996	724	47.502	-70.286	11.1	-0.6
30-Aug-1996	400	47.462	-69.973	9.9	1.5
31-Aug-1996	1250	47.606	-70.025	8.7	0.9
31-Aug-1996	600	47.579	-70.388	17.8	0.8
02-Sep-1996	198	47.448	-70.362	6.3	-0.9
05-Sep-1996	1361	47.427	-70.013	12.6	-0.1
05-Sep-1996	346	47.425	-70.45	3	1.9
06-Sep-1996	411	47.574	-69.94	11.5	-0.7
06-Sep-1996	113	47.465	-69.996	11.7	-0.3
09-Sep-1996	83	47.517	-70.339	18	-1
10-Sep-1996	821	47.169	-70.457	9.6	1.6
14-Sep-1996	1112	47.462	-70.079	11.7	-0.8
15-Sep-1996	871	47.618	-70.156	11.8	-0.5
16-Sep-1996	881	47.413	-70.405	6.4	-0.3
22-Sep-1996	469	47.377	-70.138	13.1	-1.1
23-Sep-1996	1301	47.367	-70.109	13.6	-0.6
25-Sep-1996	1146	47.657	-70.224	13.6	1
25-Sep-1996	798	47.509	-69.931	13.6	1.2
25-Sep-1996	514	47.853	-69.75	22.4	2.2
26-Sep-1996	560	47.432	-70.181	14.1	-0.5
26-Sep-1996	90	47.431	-70.49	7.5	1.1
27-Sep-1996	144	47.824	-69.938	19.8	1.2
27-Sep-1996	44	47.697	-70.088	5.6	1.9
29-Sep-1996	714	47.416	-70.313	9.6	-0.8
29-Sep-1996	434	47.659	-69.954	16.3	-0.6
01-Oct-1996	49	47.414	-70.332	11.7	-0.6
03-Oct-1996	632	47.544	-70.24	13.1	1.3
07-Oct-1996	590	47.429	-70.332	11.7	-0.4
08-Oct-1996	220	47.536	-70.292	12.2	-1
09-Oct-1996	12	47.46	-70.036	11.4	-0.8
11-Oct-1996	1054	47.497	-70.32	9.1	-0.4
12-Oct-1996	353	47.413	-70.417	5.9	1.1
13-Oct-1996	1108	47.653	-70.214	18	-1.3
13-Oct-1996	1071	47.438	-70.43	5.4	-0.7
14-Oct-1996	1303	47.594	-70.114	23.3	-0.3
17-Oct-1996	1340	47.592	-70.375	8.3	-1
19-Oct-1996	930	47.678	-69.853	14.1	-1
20-Oct-1996	701	47.485	-69.974	12.9	0.9
21-Oct-1996	987	47.426	-70.334	10	-0.2
23-Oct-1996	541	47.504	-70.346	8.5	-0.8
23-Oct-1996	125	47.416	-70.399	6.5	1.7
25-Oct-1996	1122	47.421	-70.386	5.5	1.3
25-Oct-1996	587	47.428	-70.389	4.1	2.2
25-Oct-1996	256	47.816	-69.956	20	1.2
25-Oct-1996	231	47.371	-70.307	7.5	-1
27-Oct-1996	1346	47.386	-70.319	2.5	-0.5
27-Oct-1996	547	47.724	-70.187	5.2	1.8
27-Oct-1996	407	47.55	-70.355	9.9	-1
28-Oct-1996	536	47.419	-70.389	3.9	1.3
01-Nov-1996	273	47.504	-70.053	14.6	-0.9
06-Nov-1996	119	47.765	-70.189	16	-0.6
09-Nov-1996	697	47.491	-70.162	15.8	-0.5
09-Nov-1996	61	47.489	-70.34	6.1	0
10-Nov-1996	37	47.498	-70.044	17.7	-0.6
11-Nov-1996	1340	47.397	-70.345	7.4	-0.8
13-Nov-1996	1263	47.419	-70.439	5	-1
15-Nov-1996	1409	47.599	-70.245	12.3	-0.3
18-Nov-1996	390	47.412	-70.338	9.5	1.1
20-Nov-1996	1260	47.494	-70.022	15.1	-0.3
23-Nov-1996	582	47.31	-70.474	19.9	-0.4
24-Nov-1996	1118	47.5	-70	10	0.6
24-Nov-1996	346	47.5	-70	10	0.4
25-Nov-1996	53	48.16	-69.631	18	1.6
27-Nov-1996	1342	47.46	-70.405	5.5	1
29-Nov-1996	1130	47.556	-70.299	13.1	1.9
29-Nov-1996	799	47.556	-70.248	14.1	-0.5
03-Dec-1996	671	47.63	-69.898	12.6	-0.5
04-Dec-1996	58	47.635	-70.222	10	0.9
05-Dec-1996	1403	47.455	-70.06	11	-0.7
06-Dec-1996	519	47.473	-70.144	11.9	-0.6
08-Dec-1996	939	47.603	-70.303	10	-0.3
08-Dec-1996	386	47.633	-70.259	5.3	-1.2
12-Dec-1996	403	47.496	-69.958	12.7	0.6
13-Dec-1996	1399	47.527	-70.04	24	-0.2
14-Dec-1996	840	47.392	-70.248	10.4	-1.1
18-Dec-1996	1090	47.737	-70.01	13.2	-0.3
20-Dec-1996	96	47.597	-70.169	11.6	-0.8
21-Dec-1996	1092	47.693	-70.115	9.3	-0.6
28-Dec-1996	1220	47.631	-70.105	19.6	0.1
28-Dec-1996	1091	47.824	-69.794	21.4	-0.5
28-Dec-1996	1056	47.804	-69.819	17.7	2.2
28-Dec-1996	1024	47.826	-69.797	21.8	-0.2
30-Dec-1996	166	47.798	-69.812	21.6	-0.2
31-Dec-1996	878	47.427	-70.448	3.7	0.2
02-Jan-1997	26	47.53	-70.429	12.4	-1.1
04-Jan-1997	1193	47.433	-70.439	12.8	-0.9
05-Jan-1997	180	46.926	-70.893	18	1.1
06-Jan-1997	406	47.433	-70.412	14.8	1.4
06-Jan-1997	6	47.487	-70.101	14.9	-0.3
08-Jan-1997	137	47.607	-70.154	12.3	-0.9
10-Jan-1997	1402	47.535	-70.298	9	-1.3
11-Jan-1997	1327	47.384	-70.471	9.7	0.6
12-Jan-1997	323	47.436	-70.091	5.8	-0.7
13-Jan-1997	1291	47.513	-70.22	17.6	1.3
18-Jan-1997	109	47.37	-70.144	18.6	-0.9
20-Jan-1997	1313	47.576	-69.891	15.8	-0.7
22-Jan-1997	717	47.633	-70.183	12.7	0
23-Jan-1997	104	47.424	-70.331	10.8	-0.7
25-Jan-1997	1098	47.691	-70.192	9.2	1.4
25-Jan-1997	1089	47.584	-70.186	5.9	-0.5
26-Jan-1997	1197	47.735	-70.107	11	0.3
26-Jan-1997	898	47.571	-69.965	12.2	-0.3
28-Jan-1997	546	47.423	-70.344	18.2	-0.7
29-Jan-1997	664	47.606	-69.911	13	-0.9
30-Jan-1997	1310	47.53	-70.07	10.4	-0.8
03-Feb-1997	280	47.691	-70.136	6.4	1.9
04-Feb-1997	278	47.414	-70.484	11.7	0.2
11-Feb-1997	734	47.448	-70.377	5	1
12-Feb-1997	341	47.429	-70.417	7.5	-0.2
13-Feb-1997	1219	48.131	-69.294	18	1.9
14-Feb-1997	512	47.554	-70.298	9	-0.3
15-Feb-1997	1347	47.695	-70.284	18	-1.7
16-Feb-1997	670	47.581	-70.101	1.5	-0.6
17-Feb-1997	1187	47.807	-69.771	23.4	1.7
19-Feb-1997	1256	47.809	-69.764	23.9	-1
19-Feb-1997	56	47.486	-70.373	11.3	-0.5
20-Feb-1997	1282	47.334	-70.473	11.8	-0.1
22-Feb-1997	498	47.543	-70.296	8.7	-1.1
25-Feb-1997	639	47.415	-70.228	9	-0.9
26-Feb-1997	1303	47.552	-70.302	10.3	-0.3
02-Mar-1997	244	47.426	-70.012	13.6	1.4
03-Mar-1997	573	47.707	-70.036	7.3	1.3
03-Mar-1997	190	47.303	-70.438	7.4	-0.1
04-Mar-1997	894	47.68	-70.063	11.1	-0.8
09-Mar-1997	415	47.823	-69.795	20.9	-0.7
11-Mar-1997	951	47.633	-70.232	14.2	1.7
20-Mar-1997	954	47.408	-70.374	16.7	-0.1
20-Mar-1997	563	47.215	-70.688	18	1
24-Mar-1997	1097	47.464	-70.055	17.8	-0.6
29-Mar-1997	413	47.79	-69.817	21.8	1.2
01-Apr-1997	723	47.565	-70.002	13.8	1.6
05-Apr-1997	808	47.348	-70.484	13.6	1.8
05-Apr-1997	721	47.499	-69.954	13.3	1.3
09-Apr-1997	164	47.379	-70.465	11.4	2.1
12-Apr-1997	1397	48.17	-71.109	18	0.8
12-Apr-1997	1061	47.419	-70.404	6.3	0.8
12-Apr-1997	986	47.421	-70.406	6.3	0.7
14-Apr-1997	422	47.629	-70.18	17.2	1.9
15-Apr-1997	383	47.826	-69.994	18.6	1
22-Apr-1997	1437	47.611	-70.207	15.1	1
22-Apr-1997	1386	47.683	-70.188	5.2	2.2
22-Apr-1997	660	47.606	-70.216	15.1	2.4
24-Apr-1997	1062	47.564	-70.277	8	-0.9
24-Apr-1997	204	47.583	-69.944	12.6	-0.8
29-Apr-1997	999	47.594	-70.252	15.1	1.4
30-Apr-1997	94	47.637	-70.151	5.9	1.2
07-May-1997	1093	47.677	-70.188	7.4	0.5
07-May-1997	978	47.664	-70.203	13	-0.5
07-May-1997	106	47.627	-70.121	9.2	-1.5
08-May-1997	1340	47.717	-70.071	7.3	1
09-May-1997	546	47.562	-69.997	8.8	1.3
09-May-1997	262	47.648	-69.866	14.6	2
11-May-1997	1183	47.548	-70.259	16	-1.4
19-May-1997	447	47.551	-70.039	10	-1
19-May-1997	143	47.525	-70.038	12	-0.7
21-May-1997	1095	47.447	-70.169	10	1.1
22-May-1997	1329	47.824	-69.802	23.2	-0.7
23-May-1997	1312	47.449	-70.371	3.3	1.3
23-May-1997	571	47.498	-70.377	7	0.7
24-May-1997	1227	47.659	-70.033	22.5	1.3
29-May-1997	15	47.68	-69.797	11.2	1.2
30-May-1997	496	47.6	-70.261	5.2	-0.4
31-May-1997	1026	47.437	-70.138	19.9	1.1
01-Jun-1997	1143	47.625	-70.104	19.7	1.9
03-Jun-1997	881	47.575	-70.075	10.7	0.3
06-Jun-1997	1256	47.555	-70.401	0	0.9
08-Jun-1997	525	47.571	-70.238	5.4	-1.5
18-Jun-1997	1290	47.688	-70.194	5.4	2.8
22-Jun-1997	1111	47.57	-69.893	16	-0.5
10-Jul-1997	598	47.78	-69.898	20.6	1.7
12-Jul-1997	500	47.538	-70.031	6.8	1.5
17-Jul-1997	284	47.765	-69.956	17.3	-0.6
18-Jul-1997	1354	47.673	-69.903	9.4	2
19-Jul-1997	1015	47.726	-69.939	21.1	1.8
19-Jul-1997	817	47.741	-70.121	9.9	1.4
25-Jul-1997	545	48.149	-71.097	22.9	1.7
27-Jul-1997	1167	47.612	-69.943	14.5	1.4
30-Jul-1997	1176	47.571	-70.047	12.4	1.6
01-Aug-1997	90	47.482	-70.025	8.3	-0.4
06-Aug-1997	1354	47.703	-70.116	11.5	1.6
06-Aug-1997	618	47.614	-69.927	10.6	1.2
13-Aug-1997	1404	47.572	-70.289	10.8	1.1
14-Aug-1997	565	47.605	-70.228	5.7	-0.7
17-Aug-1997	54	47.446	-70.023	14.3	1.1
19-Aug-1997	805	47.765	-70.163	14.2	1.3
24-Aug-1997	1079	47.557	-70.06	8.1	1.2
02-Sep-1997	1152	47.43	-70.171	14	1.3
03-Sep-1997	1386	47.534	-69.887	13	2.4
03-Sep-1997	819	47.546	-70.286	10.5	1.2
04-Sep-1997	438	47.537	-69.888	13.5	1.5
09-Sep-1997	1100	47.367	-70.406	7.9	2.5
10-Sep-1997	83	47.556	-70.351	4.7	2
24-Sep-1997	1033	47.749	-69.906	22.8	2.2
24-Sep-1997	845	47.612	-70.279	13.6	1.2
24-Sep-1997	177	47.534	-70.403	9.3	1.3
28-Sep-1997	814	46.919	-71.368	18	2.6
06-Oct-1997	721	47.492	-70.363	6.6	1.1
08-Oct-1997	508	47.436	-70.399	7.7	1.8
17-Oct-1997	560	47.525	-70.37	5	1.8
20-Oct-1997	357	47.736	-70.094	2.3	1
21-Oct-1997	1039	47.402	-70.463	10.1	2.1
23-Oct-1997	840	47.607	-70.218	5.3	0
28-Oct-1997	914	47.668	-69.909	9.4	1.5
28-Oct-1997	705	47.668	-69.906	7.6	3.2
29-Oct-1997	805	47.668	-69.91	8.2	1.3
30-Oct-1997	1065	47.822	-69.811	23.4	1.2
30-Oct-1997	589	47.566	-70.282	10.9	1.5
31-Oct-1997	763	47.769	-69.951	10.4	1.4
31-Oct-1997	619	47.669	-69.911	8.6	-1
04-Nov-1997	106	47.597	-69.963	9.8	-0.4
06-Nov-1997	1213	46.765	-71.367	18	1.8
06-Nov-1997	1132	46.746	-71.377	18	2.2
06-Nov-1997	941	46.778	-71.393	18	2.2
06-Nov-1997	867	46.791	-71.383	18	1.7
06-Nov-1997	802	46.788	-71.419	18	1.8
06-Nov-1997	542	46.787	-71.395	18	2.5
06-Nov-1997	316	46.795	-71.384	18	2.3
06-Nov-1997	233	46.789	-71.388	18	1.6
06-Nov-1997	229	46.775	-71.382	18	1.7
06-Nov-1997	185	46.781	-71.372	24	2.9
06-Nov-1997	175	46.795	-71.404	24	2.8
06-Nov-1997	154	46.801	-71.424	22.5	5.1
07-Nov-1997	692	46.828	-71.383	21.3	2.5
08-Nov-1997	938	46.776	-71.357	24	2
08-Nov-1997	889	46.78	-71.372	22.9	2.9
08-Nov-1997	207	46.792	-71.391	25.3	1.9
09-Nov-1997	74	46.776	-71.418	21.7	1.3
11-Nov-1997	1022	47.413	-70.382	8.6	1.6
12-Nov-1997	905	47.759	-70.049	4.9	1.9
15-Nov-1997	1257	47.437	-70.398	7.7	1.2
17-Nov-1997	355	46.78	-71.42	22	1.2
18-Nov-1997	1365	47.424	-70.432	5.5	2.4
23-Nov-1997	482	47.707	-70.016	17.3	-0.5
29-Nov-1997	1136	47.648	-70.177	16.1	1.3
03-Dec-1997	112	47.832	-69.824	24.6	1.5
07-Dec-1997	898	47.078	-71.026	18	2.2
10-Dec-1997	498	47.473	-69.982	11.1	2.2
19-Dec-1997	313	47.474	-70.351	9.9	-0.3
20-Dec-1997	102	47.44	-69.968	25.5	-0.2
21-Dec-1997	1179	47.416	-70.402	6.4	1.2
23-Dec-1997	1128	47.511	-70.131	4.8	-0.3
25-Dec-1997	1104	47.53	-70.364	4.6	1.2
28-Dec-1997	1191	47.413	-69.536	18	0.1
28-Dec-1997	1187	47.413	-69.536	18	1.9
29-Dec-1997	313	47.423	-70.385	13.9	-0.1
05-Jan-1998	705	47.594	-69.932	12	1
08-Jan-1998	1048	47.41	-70.379	7.4	1.3
10-Jan-1998	111	48.194	-70.908	18	3.6
12-Jan-1998	169	47.664	-69.899	7.9	1.3
13-Jan-1998	792	47.833	-69.957	20.6	1.2
17-Jan-1998	704	47.451	-70.039	11.5	-0.7
19-Jan-1998	1082	47.514	-70.36	3.4	0.8
21-Jan-1998	1389	47.471	-70.216	11	1.5
22-Jan-1998	660	47.001	-70.57	18	1.8
23-Jan-1998	1320	47.527	-70.016	12.4	-0.2
23-Jan-1998	621	47.53	-70.302	10.1	-0.7
25-Jan-1998	1387	47.579	-70.308	11.1	-0.4
29-Jan-1998	1356	47.555	-70.242	10.1	-1.8
29-Jan-1998	932	47.567	-70.458	15.4	1.3
30-Jan-1998	424	47.613	-70.219	13.1	1.2
03-Feb-1998	157	47.429	-70.439	12.8	-0.4
05-Feb-1998	704	47.471	-69.98	8.4	1.2
05-Feb-1998	702	47.47	-69.978	8.7	1.1
05-Feb-1998	438	47.974	-70.644	18	0.9
12-Feb-1998	1096	47.438	-70.391	5.9	-0.3
12-Feb-1998	201	47.425	-70.458	3.9	2.2
13-Feb-1998	253	47.504	-70.364	7.8	1.2
13-Feb-1998	139	47.213	-70.598	26.3	1.1
14-Feb-1998	735	47.479	-70.102	16	1
16-Feb-1998	1031	47.353	-70.398	24.3	1.3
16-Feb-1998	704	47.36	-70.39	25.3	-1.2
16-Feb-1998	506	47.354	-70.387	24.5	1.1
16-Feb-1998	500	47.354	-70.386	23.6	0.9
16-Feb-1998	459	47.352	-70.39	23.2	1.1
16-Feb-1998	404	47.358	-70.389	23.8	1
16-Feb-1998	340	47.358	-70.386	25.3	3
17-Feb-1998	1326	47.535	-70.34	18	-0.3
17-Feb-1998	187	47.36	-70.39	25.3	-1.4
17-Feb-1998	183	47.368	-70.402	7.1	2.2
19-Feb-1998	1373	47.369	-70.395	5.5	1.7
19-Feb-1998	352	47.58	-70.321	10	-0.4
20-Feb-1998	300	47.359	-70.384	24.9	1.8
21-Feb-1998	85	47.538	-70.357	10	-1.2
25-Feb-1998	1026	48.259	-69.398	18	2.5
28-Feb-1998	926	47.618	-70.132	12.8	1.2
28-Feb-1998	137	47.534	-69.977	10.1	-0.4
05-Mar-1998	1414	47.446	-70.113	15.5	-0.5
05-Mar-1998	189	47.503	-70.397	2.2	2.1
07-Mar-1998	693	47.497	-70.392	1.2	1.2
08-Mar-1998	1030	47.483	-70.188	12.9	-0.4
09-Mar-1998	339	47.641	-69.957	17.1	1.3
10-Mar-1998	808	47.678	-69.909	10.4	1
13-Mar-1998	724	48.21	-69.302	18	1.9
13-Mar-1998	720	48.204	-69.29	18	1.9
15-Mar-1998	102	47.357	-70.332	13.5	0.9
22-Mar-1998	342	47.264	-70.283	11	1.5
24-Mar-1998	642	47.464	-69.988	11.1	-0.5
27-Mar-1998	1249	47.428	-70.198	14.4	-0.1
29-Mar-1998	725	47.46	-70.058	12.4	-0.2
