38.64678	55.58715	11	-70.09	47.7	4.1	110	40	90	20	30613
60.6224	66.70458	10	-69.8	47.8	6.2	42	53	105	13	250301
27.28008	15.564402	10	-70.24	47.34	1.8	137	73	42	2	740609
27.355858	15.8979249	10	-70.239	47.343	0.6	138	68	41	9	740609
31.82676	22.6795572	17	-70.18	47.404	1.5	278	68	-68	9	740620
28.79564	34.464033	15	-70.22	47.51	1.5	40	45	90	2	740623
29.250308	34.7975559	15	-70.214	47.513	0.4	223	44	84	9	740623
57.515502	57.3659388	16	-69.841	47.716	2	119	60	19	9	740630
28.265194	40.022748	4	-70.227	47.56	0.2	134	69	-22	9	740702
47.588584	32.4628956	13	-69.972	47.492	0.5	14	71	69	9	740714
52.968822	52.4742696	10	-69.901	47.672	5	177	58	67	9	790819
69.71576	60.034122	28	-69.68	47.74	2.9	349	67	20	2	850325
37.13122	55.58715	5	-70.11	47.7	4	279	59	60	1	860111
21.21784	11.11743	22	-70.32	47.3	4.2	335	46	76	1	860919
31.06898	57.810636	4	-70.19	47.72	3.3	102	55	60	2	870318
48.49792	68.928066	20	-69.96	47.82	3	130	65	79	3	871206
12.12448	23.346603	12	-70.44	47.41	3.6	133	44	60	3	880102
16.67116	26.681832	7	-70.38	47.44	3.1	183	25	35	3	880313
-5.380238	27.0153549	20	-70.671	47.443	3.1	153	42	80	9	890131
56.07572	57.810636	11	-69.86	47.72	4.3	168	31	71	3	890309
56.303054	57.4771131	11	-69.857	47.717	4.3	194	18	84	9	890309
55.7668	57.2435	10.5142	-69.86407664	47.71489868	4.4	184	38	80	3	890311
55.31794	57.5882874	10	-69.87	47.718	4.4	15	72	86	9	890311
42.5118	40.975	13.8015	-70.03899549	47.5685654	2.9	42	57	40	10	890913
35.8389	21.2883	22.069	-70.12705403	47.3914858	3.2	195	44	68	9	891013
19.6032	28.1486	8.0387	-70.3413075	47.45319341	3.4	231	60	84	9	891122
40.7748	55.0572	9.8618	-70.06191771	47.69523316	2.6	149	43	26	9	891208
47.209694	72.9303408	21	-69.977	47.856	3.6	32	48	89	9	900303
40.7748	55.0572	9.8618	-70.06191771	47.69523316	3.2	34	65	65	9	900313
39.6264	39.1969	8.6353	-70.0770725	47.55257159	3.1	320	70	88	9	900421
32.2605	23.496	7.5317	-70.17427618	47.41134381	3	7	41	78	9	900423
17.883608	22.23486	16	-70.364	47.4	3.3	163	24	54	9	901021
46.5056	40.9252	10.3744	-69.98629154	47.56811745	3.1	142	23	74	9	901026
34.024322	21.5678142	14	-70.151	47.394	3.4	209	69	56	9	901106
20.005392	7.6710267	9	-70.336	47.269	3.3	223	74	86	9	901218
37.7459	26.7198	18.6554	-70.10188841	47.44034152	1.9	115	55	90	9	910723
55.6884	64.2352	23.1201	-69.86511125	47.77778821	4.3	18	80	22	9	911208
55.8093	57.2306	9.6508	-69.8635158	47.71478264	3.3	301	64	44	9	920310
14.625154	27.3488778	3	-70.407	47.446	3.2	217	6	51	9	920501
18.035164	35.0199045	4	-70.362	47.515	3.1	280	60	39	9	930304
37.585888	53.9195355	5	-70.104	47.685	1.8	76	27	-62	9	930330
53.878158	52.0295724	8	-69.889	47.668	3.1	165	53	72	9	930807
17.9995	27.8576	6.82	-70.36247064	47.4505759	3.8	116	87	24	9	931230
48.1398	62.629	16.8315	-69.96472591	47.76334063	4.3	37	56	90	4	940925
29.9525	43.301	12.3986	-70.20473356	47.5894875	4.3	37	56	90	9	940925
21.672508	26.3483091	11	-70.314	47.437	3	70	70	-15	9	941201
43.3852	35.1838	13.8967	-70.02746971	47.51647422	3.1	163	49	57	9	960512
49.737	36.5956	12.3976	-69.94364855	47.5291732	3.1	353	29	77	9	960607
34.6827	36.5442	13.3996	-70.14231175	47.52871086	1.9	73	62	74	9	960617
36.0569	31.9396	12.2317	-70.1241772	47.48729302	1.6	46	55	84	9	960624
41.7394	31.5136	13.1032	-70.04918842	47.4834612	2.2	148	70	47	9	960714
46.3392	54.4978	6.7203	-69.98848742	47.69020142	3.4	324	24	44	9	960714
49.2996	45.3237	10.0518	-69.94942068	47.60768145	2.3	310	29	-39	9	960726
27.2154	11.3856	5.5746	-70.24085355	47.30241216	2.1	37	22	76	9	960819
29.4705	33.6993	11.5494	-70.21109425	47.50312131	2.2	33	75	71	9	960913
53.3433	50.531	12.5978	-69.89605822	47.65452051	2.2	103	79	45	9	960923
34.4311	43.0945	20.5898	-70.14563198	47.58763005	2	137	33	19	9	960924
27.2465	38.4666	12.3121	-70.24044314	47.54600263	3.1	246	67	79	9	960924
64.4113	72.5968179	22	-69.75	47.853	2.2	79	69	77	9	960925
41.3411	30.7974	14.9051	-70.05444456	47.47701906	1.9	25	29	77	9	961011
15.989158	25.3477404	4	-70.389	47.428	2.2	71	50	-29	9	961025
42.2996	39.3319	10.4613	-70.04179577	47.5537859	2.3	10	23	30	9	961028
30.8978	34.0714	16.3219	-70.19225897	47.50646831	3.2	111	35	40	9	970110
54.5276	50.2469	13.2936	-69.88042968	47.65196507	3.1	256	51	8	9	970114
52.0324	52.1668	9.143	-69.91335744	47.66923435	4.7	127	82	37	4	971028
